"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_link","Answer.Acc","Answer.Nat","Answer.surveycode","Approve","Reject"
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","31Z0PCVWULJZVHQ6829KMZ3JPR67TB","A38PRWWBJZ64W1","Rejected","Sun Mar 18 12:14:49 PDT 2018","Sun Mar 18 12:16:00 PDT 2018","Mon Mar 19 12:16:00 PDT 2018","","Sun Mar 18 22:28:33 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","71","0% (0/19)","0% (0/19)","0% (0/19)","https://clyp.it/cu3tiogw","4","3","1. Il est revenu en août dernier."
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","33LK57MYLU9H0RJX2XWD3E0WX1SSZM","A123WW0GJQ6EQM","Approved","Sun Mar 18 06:15:27 PDT 2018","Sun Mar 18 06:15:50 PDT 2018","Mon Mar 19 06:15:50 PDT 2018","Sun Mar 18 22:25:08 PDT 2018","","","23","100% (40/40)","100% (40/40)","100% (40/40)","https://clyp.it/cu3tiogw","4","3","Ils avaient trouvé moyen de se réfugier dans quelques maisons voisines, la plupart des blessés pouvaient et voulaient encore combattre"
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","351SEKWQS1LBZV1WQIBU0DINHUTMDY","A1OMWAZ59NKDKD","Approved","Sun Mar 18 00:28:45 PDT 2018","Sun Mar 18 00:29:08 PDT 2018","Mon Mar 19 00:29:08 PDT 2018","Sun Mar 18 01:18:45 PDT 2018","","","23","100% (64/64)","100% (64/64)","100% (64/64)","https://clyp.it/cu3tiogw","4","3","They found a way to shelter inside neighboring houses. Most hurt people could and still wanted to fight"
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3B3WTRP3DC69P1KM4KN8Z8LZK4B29K","AGHWGYH0F2HD1","Rejected","Sun Mar 18 08:38:04 PDT 2018","Sun Mar 18 08:39:30 PDT 2018","Mon Mar 19 08:39:30 PDT 2018","","Sun Mar 18 22:36:45 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","86","0% (0/39)","0% (0/39)","0% (0/39)","https://clyp.it/cu3tiogw","3","3","est revenu en août dernier"
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3C8HJ7UOP8YE2W6SI00RR51Q5CHZMO","AL2BMIILKARUN","Approved","Sun Mar 18 09:30:17 PDT 2018","Sun Mar 18 09:30:36 PDT 2018","Mon Mar 19 09:30:36 PDT 2018","Sun Mar 18 22:31:03 PDT 2018","","","19","100% (38/38)","100% (38/38)","100% (38/38)","https://clyp.it/cu3tiogw","3","3","they found shelter in the nearby houses. Most of the wounded could and were still willing to fight"
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3DQQ64TANHPGT4Y0ZT8C9513TG4PW2","AWMQYV1RQM94M","Approved","Sun Mar 18 18:19:18 PDT 2018","Sun Mar 18 18:19:28 PDT 2018","Mon Mar 19 18:19:28 PDT 2018","Sun Mar 18 22:34:37 PDT 2018","","","10","100% (40/40)","100% (40/40)","100% (40/40)","https://clyp.it/cu3tiogw","5","5","Ils avaient trouves moyen de se refugier dans la plupart de maisons voisines. La plupart de blesses voulaient et pouvaient encore combattre."
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3LO69W1SU4HU5XT2SWBN6L6VUHNGL4","A3F3KVI8EPFVYS","Rejected","Sun Mar 18 04:05:28 PDT 2018","Sun Mar 18 04:06:05 PDT 2018","Mon Mar 19 04:06:05 PDT 2018","","Sun Mar 18 22:28:38 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","37","0% (0/98)","0% (0/98)","0% (0/98)","https://clyp.it/cu3tiogw","4","4","Il est revenu en août dernier."
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3MH9DQ757XGXONGW1A3OX82E79CGUW","A3HSJESQHHK9WY","Rejected","Sun Mar 18 21:26:44 PDT 2018","Sun Mar 18 21:27:25 PDT 2018","Mon Mar 19 21:27:25 PDT 2018","","Sun Mar 18 22:28:47 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","41","0% (0/83)","0% (0/83)","0% (0/83)","https://clyp.it/cu3tiogw","5","5","He came back last August."
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3SEPORI8WO3D0VX3LXAMIE6QBVHZAT","A3IBVMZ2AY6Z0H","Approved","Sun Mar 18 03:58:22 PDT 2018","Sun Mar 18 03:58:46 PDT 2018","Mon Mar 19 03:58:46 PDT 2018","Sun Mar 18 22:30:01 PDT 2018","","","24","69% (88/128)","69% (88/128)","69% (88/128)","https://clyp.it/cu3tiogw","3","3","ils avaient trouvé moyen de se réfugier dans quelques maisons voisines, la plupart des blessés pouvaient en voulaient encore combattre."
"3RZS0FBRWKE4TMU1S03A9RZF0NZPC5","3C3LDH5JOKOP1MPHLE6ZK8JF7RWFM0","Listen to French audio and rate quality","Listen to computer-generated, French speech and rate the quality. You MUST know French to participate.","audio, listen, speech, computer, French","$0.10","Sat Mar 17 23:12:30 PDT 2018","45","BatchId:3157868;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 22:28:33 PDT 2018","","","3STRJBFXOXVNQWXQRWYTQ485VBLKT9","ATUCZB2W7VVI7","Approved","Sat Mar 17 23:54:58 PDT 2018","Sat Mar 17 23:55:11 PDT 2018","Sun Mar 18 23:55:11 PDT 2018","Sun Mar 18 01:18:45 PDT 2018","","","13","100% (85/85)","100% (85/85)","100% (85/85)","https://clyp.it/cu3tiogw","4","3","ils avaient trouvé moyen de se réfugier dans quelques maisons voisines. La plupart des blessés pouvais et voulais combattre."
