"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_link","Answer.Acc","Answer.Nat","Answer.surveycode","Approve","Reject"
"3EQVJH0T40PT2MYOV9QVPSXS2IPHTB","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:38 PDT 2018","41","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:52 PDT 2018","","","39U1BHVTDMVHUYPJ6Q6U9IR3KQST32","A1I9QQ4SLI2TC8","Rejected","Sun Mar 18 17:06:52 PDT 2018","Sun Mar 18 17:11:47 PDT 2018","Mon Mar 19 17:11:47 PDT 2018","","Sun Mar 18 23:26:51 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","295","0% (0/5)","0% (0/5)","0% (0/5)","https://clyp.it/xhqh3tnr","5","5","zh ref"
"3MG8450X2OE0FGB1EROA3XLL7N6PUF","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:38 PDT 2018","41","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:52 PDT 2018","","","3S96KQ6I9N8FCQRGZFC6MRDFB3IDTL","A1I9QQ4SLI2TC8","Rejected","Sun Mar 18 17:15:00 PDT 2018","Sun Mar 18 17:16:15 PDT 2018","Mon Mar 19 17:16:15 PDT 2018","","Sun Mar 18 23:26:51 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","75","0% (0/5)","0% (0/5)","0% (0/5)","https://clyp.it/frhjtwfa","5","5","我对他的第一印象果然没有错。"
"3R868ACW4SGBO2CCHVXVQGM88EYZGA","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:38 PDT 2018","40","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sat Mar 24 23:48:38 PDT 2018","","","3TPWUS5F8A5XZFPWUOM6P52WUWYWC2","A1XE34N6DV5TAS","Approved","Sun Mar 18 03:53:37 PDT 2018","Sun Mar 18 03:57:44 PDT 2018","Mon Mar 19 03:57:44 PDT 2018","Sun Mar 18 23:27:02 PDT 2018","","","247","100% (1/1)","100% (1/1)","100% (1/1)","https://clyp.it/tqtttwy3","5","5","我在这一个讲堂中便去常常学习同学们的拍手和喝彩"
"32LAQ1JNT9TY7848V8XU87MIWQRUTP","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","42","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:52 PDT 2018","","","3IOEN3P9S8NFIX0SN9KIAFKS2Y4168","A1I9QQ4SLI2TC8","Rejected","Sun Mar 18 17:14:00 PDT 2018","Sun Mar 18 17:14:51 PDT 2018","Mon Mar 19 17:14:51 PDT 2018","","Sun Mar 18 23:26:52 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","51","0% (0/5)","0% (0/5)","0% (0/5)","https://clyp.it/onppvrg0","5","5","你可以免费得到它。"
"32LAQ1JNT9TY7848V8XU87MIWQRUTP","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","42","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:52 PDT 2018","","","3IX2EGZR7CNFZXEG5MTMPA7AS2LRJ3","A2BF2FUO6F63N7","Rejected","Sun Mar 18 19:34:42 PDT 2018","Sun Mar 18 19:35:36 PDT 2018","Mon Mar 19 19:35:36 PDT 2018","","Sun Mar 18 23:26:52 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","54","50% (1/2)","50% (1/2)","50% (1/2)","https://clyp.it/onppvrg0","3","3","她的专业是法国的文学。"
"34R3P23QHS5LU32IQEV6CC4R6C7HW1","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","41","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:53 PDT 2018","","","3CFVK00FWMPS844WGJ21UUT603J6LR","AGUH7JBUC6B6K","Rejected","Sun Mar 18 01:58:37 PDT 2018","Sun Mar 18 01:59:34 PDT 2018","Mon Mar 19 01:59:34 PDT 2018","","Sun Mar 18 23:26:53 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","57","0% (0/1)","0% (0/1)","0% (0/1)","https://clyp.it/chinlxuw","5","5","zh ref"
"3XWUWJ18TLUD7LJXVDN4D38KF4YUUG","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","41","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:51 PDT 2018","","","34S6N1K2ZWN85TODC2T5RLIW9ISLH2","A159KNKNX9RYUL","Rejected","Sun Mar 18 19:48:26 PDT 2018","Sun Mar 18 19:48:41 PDT 2018","Mon Mar 19 19:48:41 PDT 2018","","Sun Mar 18 23:26:51 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","15","29% (2/7)","29% (2/7)","29% (2/7)","https://clyp.it/lvl52srf","5","4","我認識那些女人"
"30IRMPJWDZN7OXM4X5OX25C26EWKR5","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","40","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sat Mar 24 23:48:39 PDT 2018","","","3K3R2QNK8C7I9DTON4XE5RGR3WG9UX","A3GREZ39WMPKKG","Approved","Sun Mar 18 20:54:32 PDT 2018","Sun Mar 18 20:55:47 PDT 2018","Mon Mar 19 20:55:47 PDT 2018","Sun Mar 18 23:27:02 PDT 2018","","","75","100% (2/2)","100% (2/2)","100% (2/2)","https://clyp.it/g5d1ppnw","5","5","我在这一个讲堂中便需常常随喜同学们的拍手和喝彩。"
"3U18MJKL1UQ4Q1IOCLQI52UK08YNC7","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","40","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sat Mar 24 23:48:39 PDT 2018","","","3FTOP5WARGSRZ3UHB9A75E6NJCMJ0X","AZUOZSCGFV7CH","Approved","Sun Mar 18 20:27:41 PDT 2018","Sun Mar 18 20:30:08 PDT 2018","Mon Mar 19 20:30:08 PDT 2018","Sun Mar 18 23:24:45 PDT 2018","","","147","100% (1/1)","100% (1/1)","100% (1/1)","https://clyp.it/yprqgcde","3","3","我在这一个讲堂中便需常常学习我那同学们的拍手和喝彩"
"3UV0D2KX1MNP75SSLI1NEZ9N64VF4F","3TKN0IPJXHC843RG4X8UGX1N0CX12V","Listen to Chinese audio and rate quality","Listen to computer-generated, Chinese speech and rate the quality. You MUST know Chinese (Mandarin) to participate.","audio, listen, speech, computer, Chinese, Mandarin","$0.10","Sat Mar 17 23:48:39 PDT 2018","41","BatchId:3157890;OriginalHitTemplateId:920937332;","600","86400","Sun Mar 25 23:26:53 PDT 2018","","","3CFJTT4SXUU9M3AVEQAG8S1AEB87IE","A2I5E913UGJG72","Rejected","Sun Mar 18 22:09:23 PDT 2018","Sun Mar 18 22:11:26 PDT 2018","Mon Mar 19 22:11:26 PDT 2018","","Sun Mar 18 23:26:53 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","123","0% (0/1)","0% (0/1)","0% (0/1)","https://clyp.it/pf2zyjw3","4","1","I am in this classroom; classmates applaud"
