"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_link","Answer.Acc","Answer.Nat","Answer.surveycode","Approve","Reject"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","3018Q3ZVOJU4Y4BCBGG9WB4R2FIARX","A39LHLWYOYXCLS","Rejected","Sun Mar 18 13:27:36 PDT 2018","Sun Mar 18 13:28:01 PDT 2018","Mon Mar 19 13:28:01 PDT 2018","","Mon Mar 19 00:21:11 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","25","0% (0/12)","0% (0/12)","0% (0/12)","https://clyp.it/x5cqayeb","5","4","Not at my table!"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","30IQTZXKALASUNZ6SDP8WNE2UAI0XJ","A1UQ1OURMB9IRJ","Approved","Mon Mar 19 00:37:21 PDT 2018","Mon Mar 19 00:38:10 PDT 2018","Tue Mar 20 00:38:10 PDT 2018","Mon Mar 19 22:02:32 PDT 2018","","","49","100% (39/39)","100% (39/39)","100% (39/39)","https://clyp.it/x5cqayeb","5","3","El mas poderoso genio de la guerra es la conciencia nacional, y la disciplina que da mas cohesion, el patriotismo."
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","30LB5CDZNDEHZIZLTVDTT8UD2BV0ZX","A2DCY0ANVT2BAW","Approved","Mon Mar 19 06:01:06 PDT 2018","Mon Mar 19 06:01:35 PDT 2018","Tue Mar 20 06:01:35 PDT 2018","Mon Mar 19 22:04:07 PDT 2018","","","29","100% (37/37)","100% (37/37)","100% (37/37)","https://clyp.it/x5cqayeb","4","4","El mas poderoso genio de la guerra es la conciencia nacional y la disciplina que da mas cohesion el patriotismo.."
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","31IBVUNM9T3RN291VG7BB94LK0OFVM","A3F3KVI8EPFVYS","Rejected","Sun Mar 18 03:30:56 PDT 2018","Sun Mar 18 03:31:31 PDT 2018","Mon Mar 19 03:31:31 PDT 2018","","Mon Mar 19 00:21:14 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","35","1% (1/139)","1% (1/139)","1% (1/139)","https://clyp.it/x5cqayeb","3","3","¡En mi mesa no!"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","32KTQ2V7REJZW5OFE26SEHZXQ9K9MA","A1VC5DGTYWPMVB","Approved","Sun Mar 18 05:24:08 PDT 2018","Sun Mar 18 05:24:32 PDT 2018","Mon Mar 19 05:24:32 PDT 2018","Sun Mar 18 23:57:22 PDT 2018","","","24","100% (39/39)","100% (39/39)","100% (39/39)","https://clyp.it/x5cqayeb","5","5","The most powerful genius of war is the national conscience and the discipline that gives most cohesion is patriotism"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","32SVAV9L3GDCF2QA0QFDED1BW38A33","A2V3QINUTX8V32","Approved","Mon Mar 19 09:37:00 PDT 2018","Mon Mar 19 09:39:23 PDT 2018","Tue Mar 20 09:39:23 PDT 2018","Mon Mar 19 22:05:26 PDT 2018","","","143","100% (46/46)","100% (46/46)","100% (46/46)","https://clyp.it/x5cqayeb","5","4","El más poderoso genio de la guerra es la conciencia nacional y la disciplina que da más cohesión el patriotismo."
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","32UTUBMZ7H01ALXLQELFSJD054PBVX","A2PD2K72QJHQPO","Approved","Mon Mar 19 06:41:56 PDT 2018","Mon Mar 19 06:42:07 PDT 2018","Tue Mar 20 06:42:07 PDT 2018","Mon Mar 19 22:05:25 PDT 2018","","","11","100% (40/40)","100% (40/40)","100% (40/40)","https://clyp.it/x5cqayeb","5","4","el mas poderoso genio de la guerra, es la conciencia nacional, y la disciplina que da mas cohesión, el patriotismo"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","3300DTYQT3L7CGDOE6TVN4KDR8NEQ4","A19ER2VMLUO4D6","Rejected","Sun Mar 18 19:25:51 PDT 2018","Sun Mar 18 19:26:23 PDT 2018","Mon Mar 19 19:26:23 PDT 2018","","Sun Mar 18 23:56:47 PDT 2018","Reference audio was not transcribed.","32","0% (0/31)","0% (0/31)","0% (0/31)","https://clyp.it/x5cqayeb","5","4","Es ref"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","33CKWXB73KOKBBZVH381FJTBUNK116","A2HC9OWINJFDEZ","Rejected","Sun Mar 18 14:45:32 PDT 2018","Sun Mar 18 14:46:10 PDT 2018","Mon Mar 19 14:46:10 PDT 2018","","Mon Mar 19 00:18:00 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","38","0% (0/37)","0% (0/37)","0% (0/37)","https://clyp.it/x5cqayeb","4","4","On my table, no!"
"3S1L4CQSFX949U89UJBER2VNYERFAQ","395K4VYE01SVAMB0SMM990VGSX465Z","Listen to Spanish audio and rate quality","Listen to computer-generated, Spanish speech and rate the quality. You MUST know Spanish to participate.","audio, listen, speech, computer, Spanish","$0.10","Sat Mar 17 23:58:35 PDT 2018","60","BatchId:3157892;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:00:27 PDT 2018","","","340UGXU9DZ5G6K6RQ52AX95OUNHUVE","A2JA19C4Y5JZD3","Rejected","Sun Mar 18 11:04:07 PDT 2018","Sun Mar 18 11:04:32 PDT 2018","Mon Mar 19 11:04:32 PDT 2018","","Mon Mar 19 00:18:08 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","25","0% (0/40)","0% (0/40)","0% (0/40)","https://clyp.it/x5cqayeb","5","5","1. ¡En mi mesa no!"
