"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_link","Answer.Acc","Answer.Nat","Answer.surveycode","Approve","Reject"
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","333U7HK6IAJLYNVBNLY2KLQ6D3PJDO","A11KBWIBWGIPWO","Rejected","Mon Mar 19 09:24:22 PDT 2018","Mon Mar 19 09:24:48 PDT 2018","Tue Mar 20 09:24:48 PDT 2018","","Mon Mar 19 22:25:55 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","26","0% (0/60)","0% (0/60)","0% (0/60)","https://clyp.it/pmd3k0mb","1","1","Αυτά τα ρολόγια δεν δουλεύουν."
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","3CFVK00FWMPS844WGJ21UUT603O6LW","ABVZFMC26LXO6","Approved","Sun Mar 18 06:30:22 PDT 2018","Sun Mar 18 06:31:42 PDT 2018","Mon Mar 19 06:31:42 PDT 2018","Sun Mar 18 22:45:14 PDT 2018","","","80","100% (20/20)","100% (20/20)","100% (20/20)","https://clyp.it/pmd3k0mb","5","1","A poplar who came near, leaned her proud head to see the passerby / Μια λεύκα που έστεκε εκεί κοντά, έσκυψε το υπερήφανο κεφάλι της να δει το διαβάτη"
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","3K2755HG5T75TL9F4V7H5NYEKW3FDC","A1SER4ULD23913","Approved","Mon Mar 19 13:08:05 PDT 2018","Mon Mar 19 13:08:35 PDT 2018","Tue Mar 20 13:08:35 PDT 2018","Mon Mar 19 22:25:22 PDT 2018","","","30","100% (19/19)","100% (19/19)","100% (19/19)","https://clyp.it/pmd3k0mb","1","1","A poplar that was standing nearby lowered her proud head to see the passenger"
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","3KAKFY4PGV6RLK98CE7QVBPU9BGI3I","A2MLDAK1ENF321","Rejected","Mon Mar 19 09:46:42 PDT 2018","Mon Mar 19 09:47:42 PDT 2018","Tue Mar 20 09:47:42 PDT 2018","","Mon Mar 19 22:26:01 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","60","0% (0/20)","0% (0/20)","0% (0/20)","https://clyp.it/pmd3k0mb","1","1","Αυτά τα ρολόγια δεν δουλεύουν."
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","3P4RDNWND6A26YBXFZZDBI6J565IJT","A3UBE5QDVQ178Y","Rejected","Sun Mar 18 21:10:18 PDT 2018","Sun Mar 18 21:12:20 PDT 2018","Mon Mar 19 21:12:20 PDT 2018","","Sun Mar 18 22:46:51 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","122","0% (0/6)","0% (0/6)","0% (0/6)","https://clyp.it/pmd3k0mb","3","1","https://clyp.it/atd0alt2"
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","3SUWZRL0MZHE2YU4ZXFXHZ3MR7UE6Q","A13VEEU1DPKKOU","Rejected","Mon Mar 19 01:35:05 PDT 2018","Mon Mar 19 01:35:51 PDT 2018","Tue Mar 20 01:35:51 PDT 2018","","Mon Mar 19 22:26:00 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","46","25% (1/4)","25% (1/4)","0% (0/3)","https://clyp.it/pmd3k0mb","2","2","These watches are not working."
"3BO3NEOQM0LOJLAZVRHZUZ8FE6LAIE","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","45","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","3YMTUJH0DTK2CU8N64BDJNJ9YP2T4Z","A3F3KVI8EPFVYS","Rejected","Sun Mar 18 05:40:50 PDT 2018","Sun Mar 18 05:41:22 PDT 2018","Mon Mar 19 05:41:22 PDT 2018","","Sun Mar 18 22:46:46 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","32","1% (1/139)","1% (1/139)","1% (1/139)","https://clyp.it/pmd3k0mb","2","2","Αυτά τα ρολόγια δεν δουλεύουν."
"3WRKFXQBOBBPF382BXVFXLQMHXNYIB","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","43","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","304SM51WA48LITGHWJGAHWTT61OSB4","A11KBWIBWGIPWO","Rejected","Mon Mar 19 09:17:55 PDT 2018","Mon Mar 19 09:18:33 PDT 2018","Tue Mar 20 09:18:33 PDT 2018","","Mon Mar 19 22:25:56 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","38","0% (0/60)","0% (0/60)","0% (0/60)","https://clyp.it/rysdy43i","4","4","Σε αυτή τη βιβλιοθήκη υπάρχουν πολλά βιβλία."
"3WRKFXQBOBBPF382BXVFXLQMHXNYIB","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","43","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","317HQ483I8WYPO2IUXR54PN0EPIIN3","A3F3KVI8EPFVYS","Rejected","Sun Mar 18 06:14:32 PDT 2018","Sun Mar 18 06:15:09 PDT 2018","Mon Mar 19 06:15:09 PDT 2018","","Sun Mar 18 22:46:46 PDT 2018","The test audio was transcribed instead of the reference audio.  The distinction between the two was made clearly in the directions.  I'm sorry for having to reject this work.  Feel free to try again.","37","1% (1/139)","1% (1/139)","1% (1/139)","https://clyp.it/rysdy43i","4","4","Σε αυτή τη βιβλιοθήκη υπάρχουν πολλά βιβλία."
"3WRKFXQBOBBPF382BXVFXLQMHXNYIB","38JF4YFDOJTEB9DCVCZQLG0IETN96T","Listen to Greek audio and rate quality","Listen to computer-generated, Greek speech and rate the quality. You MUST know Greek to participate.","audio, listen, speech, computer, Greek","$0.10","Sun Mar 18 00:53:43 PDT 2018","43","BatchId:3157927;OriginalHitTemplateId:920937332;","600","86400","Mon Mar 26 22:25:56 PDT 2018","","","31QNSG6A5SXGXXYI54YPV37WBIO87Y","A1SER4ULD23913","Approved","Mon Mar 19 13:12:27 PDT 2018","Mon Mar 19 13:12:42 PDT 2018","Tue Mar 20 13:12:42 PDT 2018","Mon Mar 19 22:25:22 PDT 2018","","","15","100% (19/19)","100% (19/19)","100% (19/19)","https://clyp.it/rysdy43i","4","4","A poplar that was standing nearby lowered her proud head to see the passenger"
